id;record_id;turbine_id;date;generated_energy_kwh;operating_hours;inactive_hours;year;temperature_c
5725;P006_0590;T006;2025-08-12;44540.38;23.74;0.26;2025;14.21
5726;P006_0591;T006;2025-08-13;52664.06;21.53;2.47;2025;12.45
5727;P006_0592;T006;2025-08-14;29969.28;22.49;1.51;2025;14.96
5728;P006_0593;T006;2025-08-15;42579.08;23.62;0.38;2025;14.67
5729;P006_0594;T006;2025-08-16;27558.92;23.03;0.97;2025;9.27
5730;P006_0596;T006;2025-08-18;19634.71;23.47;0.53;2025;14.02
5731;P006_0598;T006;2025-08-20;27397.14;22.31;1.69;2025;12.93
5732;P006_0599;T006;2025-08-21;10389.87;23.18;0.82;2025;12.14
5733;P006_0600;T006;2025-08-22;29012.33;23.08;0.92;2025;12.18
5734;P006_0601;T006;2025-08-23;19004.53;23.66;0.34;2025;11.86
5735;P006_0602;T006;2025-08-24;38279.97;20.92;3.08;2025;14.40
5736;P006_0603;T006;2025-08-25;18445.87;23.21;0.79;2025;16.09
5737;P006_0604;T006;2025-08-26;20324.48;23.70;0.30;2025;9.96
5738;P006_0605;T006;2025-08-27;8972.04;18.29;5.71;2025;10.60
5739;P006_0606;T006;2025-08-28;43970.42;23.76;0.24;2025;14.46
5740;P006_0607;T006;2025-08-29;3649.25;22.77;1.23;2025;12.74
5741;P006_0608;T006;2025-08-30;7471.35;22.58;1.42;2025;11.59
5742;P006_0609;T006;2025-08-31;32154.17;21.46;2.54;2025;11.75
5743;P006_0610;T006;2025-09-01;35595.89;22.17;1.83;2025;16.28
5744;P006_0611;T006;2025-09-02;24001.19;23.56;0.44;2025;18.17
5745;P006_0612;T006;2025-09-03;10003.33;22.29;1.71;2025;16.36
5746;P006_0613;T006;2025-09-04;17905.75;23.12;0.88;2025;16.81
5747;P006_0614;T006;2025-09-05;18016.07;21.83;2.17;2025;14.07
5748;P006_0615;T006;2025-09-06;8177.67;23.73;0.27;2025;17.07
5749;P006_0616;T006;2025-09-07;39841.62;22.78;1.22;2025;20.33
5750;P006_0617;T006;2025-09-08;26827.57;23.86;0.14;2025;14.75
5751;P006_0618;T006;2025-09-09;15790.59;22.80;1.20;2025;17.96
5752;P006_0619;T006;2025-09-10;18962.03;23.27;0.73;2025;15.57
5753;P006_0620;T006;2025-09-11;15621.37;19.83;4.17;2025;18.27
5754;P006_0621;T006;2025-09-12;2863.83;21.01;2.99;2025;20.42
5755;P006_0622;T006;2025-09-13;13972.19;23.92;0.08;2025;13.35
5756;P006_0623;T006;2025-09-14;8706.32;19.38;4.62;2025;16.94
5757;P006_0624;T006;2025-09-15;7263.25;22.18;1.82;2025;17.85
5758;P006_0625;T006;2025-09-16;12999.09;22.26;1.74;2025;20.23
5759;P006_0626;T006;2025-09-17;39492.15;21.34;2.66;2025;14.39
5760;P006_0627;T006;2025-09-18;19530.69;21.37;2.63;2025;11.33
5761;P006_0628;T006;2025-09-19;9462.60;23.69;0.31;2025;20.93
5762;P006_0629;T006;2025-09-20;21044.73;23.85;0.15;2025;20.90
5763;P006_0630;T006;2025-09-21;26336.27;21.64;2.36;2025;21.83
5764;P006_0631;T006;2025-09-22;20034.51;22.27;1.73;2025;16.51
5765;P006_0632;T006;2025-09-23;12877.00;21.94;2.06;2025;18.17
5766;P006_0633;T006;2025-09-24;6745.34;20.04;3.96;2025;17.28
5767;P006_0634;T006;2025-09-25;18540.84;23.77;0.23;2025;17.05
5768;P006_0635;T006;2025-09-26;15403.94;23.24;0.76;2025;18.09
5769;P006_0636;T006;2025-09-27;20241.42;23.65;0.35;2025;17.55
5770;P006_0637;T006;2025-09-28;15583.61;21.37;2.63;2025;16.94
5771;P006_0638;T006;2025-09-29;20466.35;21.23;2.77;2025;16.70
5772;P006_0639;T006;2025-09-30;6773.23;22.92;1.08;2025;15.84
5773;P006_0640;T006;2025-10-01;23163.27;23.22;0.78;2025;16.86
5774;P006_0641;T006;2025-10-02;10825.68;23.42;0.58;2025;21.18
5775;P006_0642;T006;2025-10-03;30737.82;23.13;0.87;2025;20.70
5776;P006_0643;T006;2025-10-04;5664.01;23.63;0.37;2025;20.99
5777;P006_0644;T006;2025-10-05;24595.00;21.89;2.11;2025;22.49
5778;P006_0645;T006;2025-10-06;10117.88;22.43;1.57;2025;20.70
5779;P006_0646;T006;2025-10-07;4728.63;23.92;0.08;2025;21.09
5780;P006_0647;T006;2025-10-08;5342.53;22.29;1.71;2025;19.48
5781;P006_0648;T006;2025-10-09;5960.83;21.54;2.46;2025;20.51
5782;P006_0649;T006;2025-10-10;11651.29;21.78;2.22;2025;21.68
5783;P006_0650;T006;2025-10-11;9567.19;21.86;2.14;2025;18.08
5784;P006_0651;T006;2025-10-12;4598.47;23.89;0.11;2025;21.05
5785;P006_0652;T006;2025-10-13;6855.90;21.50;2.50;2025;21.80
5786;P006_0653;T006;2025-10-14;27282.60;23.28;0.72;2025;18.56
5787;P006_0654;T006;2025-10-15;21608.34;21.20;2.80;2025;20.00
5788;P006_0655;T006;2025-10-16;7713.10;19.78;4.22;2025;18.36
5789;P006_0656;T006;2025-10-17;6844.29;23.25;0.75;2025;17.08
5790;P006_0657;T006;2025-10-18;6820.27;23.90;0.10;2025;19.91
5791;P006_0658;T006;2025-10-19;10735.51;23.69;0.31;2025;23.12
5792;P006_0659;T006;2025-10-20;1944.44;21.13;2.87;2025;23.05
5793;P006_0660;T006;2025-10-21;4279.70;21.85;2.15;2025;18.04
5794;P006_0661;T006;2025-10-22;812.49;23.11;0.89;2025;17.18
5795;P006_0662;T006;2025-10-23;7359.05;23.35;0.65;2025;22.40
5796;P006_0663;T006;2025-10-24;8974.09;22.82;1.18;2025;24.82
5797;P006_0664;T006;2025-10-25;2974.33;23.86;0.14;2025;21.56
5798;P006_0665;T006;2025-10-26;14818.88;22.33;1.67;2025;20.10
5799;P006_0666;T006;2025-10-27;1087.16;20.52;3.48;2025;20.38
5800;P006_0667;T006;2025-10-28;743.65;23.60;0.40;2025;20.80
5801;P006_0668;T006;2025-10-29;5559.45;23.33;0.67;2025;21.21
5802;P006_0669;T006;2025-10-30;10938.92;23.84;0.16;2025;22.77
5803;P006_0670;T006;2025-10-31;14888.42;22.87;1.13;2025;22.33
5804;P006_0671;T006;2025-11-01;2729.37;23.88;0.12;2025;26.04
5805;P006_0672;T006;2025-11-02;10187.58;23.23;0.77;2025;22.45
5806;P006_0673;T006;2025-11-03;3920.08;23.66;0.34;2025;24.74
5807;P006_0674;T006;2025-11-04;3434.01;23.41;0.59;2025;23.02
5808;P006_0675;T006;2025-11-05;8102.17;22.20;1.80;2025;26.48
5809;P006_0676;T006;2025-11-06;6365.18;20.91;3.09;2025;26.02
5810;P006_0677;T006;2025-11-07;362.01;23.20;0.80;2025;18.19
5811;P006_0678;T006;2025-11-08;11388.56;23.57;0.43;2025;25.01
5812;P006_0679;T006;2025-11-09;11522.72;23.32;0.68;2025;25.56
5813;P006_0680;T006;2025-11-10;1551.27;23.81;0.19;2025;28.25
5814;P006_0681;T006;2025-11-11;4418.97;22.17;1.83;2025;23.28
5815;P006_0682;T006;2025-11-12;5053.84;23.09;0.91;2025;24.28
5816;P006_0683;T006;2025-11-13;3558.48;20.83;3.17;2025;23.77
5817;P006_0684;T006;2025-11-14;1494.96;23.81;0.19;2025;25.37
5818;P006_0685;T006;2025-11-15;1201.12;21.91;2.09;2025;26.35
5819;P006_0686;T006;2025-11-16;2390.47;20.67;3.33;2025;22.82
5820;P006_0687;T006;2025-11-17;7838.91;22.79;1.21;2025;24.58
5821;P006_0688;T006;2025-11-18;3783.72;20.58;3.42;2025;23.91
5822;P006_0689;T006;2025-11-19;1517.96;22.32;1.68;2025;24.87
5823;P006_0690;T006;2025-11-20;5232.43;22.52;1.48;2025;24.03
5824;P006_0691;T006;2025-11-21;0.98;23.98;0.02;2025;22.26
5825;P006_0692;T006;2025-11-22;6447.43;20.48;3.52;2025;26.74
5826;P006_0693;T006;2025-11-23;68.74;23.91;0.09;2025;27.02
5827;P006_0694;T006;2025-11-24;1349.28;23.20;0.80;2025;27.26
5828;P006_0695;T006;2025-11-25;362.22;23.10;0.90;2025;24.59
5829;P006_0696;T006;2025-11-26;204.86;22.68;1.32;2025;23.81
5830;P006_0697;T006;2025-11-27;6324.62;20.68;3.32;2025;22.28
5831;P006_0698;T006;2025-11-28;839.65;21.85;2.15;2025;27.54
5832;P006_0699;T006;2025-11-29;2785.21;20.51;3.49;2025;28.66
5833;P006_0700;T006;2025-11-30;1791.10;23.66;0.34;2025;24.68
5834;P006_0701;T006;2025-12-01;3360.33;23.09;0.91;2025;28.39
5835;P006_0702;T006;2025-12-02;1904.37;22.24;1.76;2025;28.27
5836;P006_0703;T006;2025-12-03;159.23;23.69;0.31;2025;30.93
5837;P006_0704;T006;2025-12-04;4606.18;20.40;3.60;2025;31.57
5838;P006_0705;T006;2025-12-05;838.60;23.13;0.87;2025;28.68
5839;P006_0706;T006;2025-12-06;46.99;23.90;0.10;2025;29.27
5840;P006_0707;T006;2025-12-07;803.46;20.39;3.61;2025;28.29
5841;P006_0708;T006;2025-12-08;6756.51;23.01;0.99;2025;30.55
5842;P006_0709;T006;2025-12-09;4130.73;23.47;0.53;2025;27.54
5843;P006_0710;T006;2025-12-10;772.29;18.87;5.13;2025;30.25
5844;P006_0711;T006;2025-12-11;951.48;23.75;0.25;2025;26.13
5845;P006_0712;T006;2025-12-12;951.74;23.71;0.29;2025;27.58
5846;P006_0713;T006;2025-12-13;10662.39;23.97;0.03;2025;28.62
5847;P006_0714;T006;2025-12-14;2341.45;22.45;1.55;2025;27.04
5848;P006_0715;T006;2025-12-15;2059.48;20.84;3.16;2025;30.36
5849;P006_0716;T006;2025-12-16;4933.42;23.56;0.44;2025;30.46
5850;P006_0717;T006;2025-12-17;1845.62;22.47;1.53;2025;28.05
5851;P006_0718;T006;2025-12-18;838.25;22.79;1.21;2025;28.02
5852;P006_0719;T006;2025-12-19;951.81;23.28;0.72;2025;26.26
5853;P006_0720;T006;2025-12-20;1209.77;23.39;0.61;2025;24.47
5854;P006_0721;T006;2025-12-21;1266.85;23.80;0.20;2025;29.06
5855;P006_0722;T006;2025-12-22;3464.01;23.82;0.18;2025;25.54
5856;P006_0723;T006;2025-12-23;1244.09;21.81;2.19;2025;28.20
5857;P006_0724;T006;2025-12-24;3092.68;22.20;1.80;2025;28.59
5858;P006_0725;T006;2025-12-25;1096.35;23.94;0.06;2025;24.36
5859;P006_0726;T006;2025-12-26;1394.84;23.35;0.65;2025;29.70
5860;P006_0727;T006;2025-12-27;0.43;20.75;3.25;2025;28.15
5861;P006_0728;T006;2025-12-28;3499.13;22.19;1.81;2025;28.50
5862;P006_0729;T006;2025-12-29;2082.54;23.71;0.29;2025;25.88
5863;P006_0730;T006;2025-12-30;4039.59;22.60;1.40;2025;30.08
5864;P006_0731;T006;2025-12-31;0.97;23.85;0.15;2025;26.48
5865;P007_0002;T007;2024-01-02;19261.15;23.01;1.00;2024;26.44
5866;P007_0003;T007;2024-01-03;12318.50;22.55;1.46;2024;28.62
5867;P007_0004;T007;2024-01-04;30683.72;22.52;1.48;2024;26.52
5868;P007_0005;T007;2024-01-05;1009.78;23.35;0.65;2024;27.15
5869;P007_0006;T007;2024-01-06;11208.70;22.98;1.03;2024;30.43
5870;P007_0007;T007;2024-01-07;5013.89;23.30;0.70;2024;28.55
5871;P007_0008;T007;2024-01-08;34133.52;22.44;1.57;2024;27.54
5872;P007_0009;T007;2024-01-09;912.97;22.35;1.65;2024;29.46
5873;P007_0010;T007;2024-01-10;887.03;22.80;1.21;2024;31.55
5874;P007_0011;T007;2024-01-11;1498.29;22.50;1.50;2024;31.45
5875;P007_0012;T007;2024-01-12;2.42;22.47;1.52;2024;33.39
5876;P007_0013;T007;2024-01-13;1803.77;22.50;1.48;2024;31.59
5877;P007_0014;T007;2024-01-14;1133.21;22.45;1.55;2024;29.53
5878;P007_0015;T007;2024-01-15;5013.12;22.01;1.98;2024;26.49
5879;P007_0016;T007;2024-01-16;6488.30;22.18;1.81;2024;29.34
5880;P007_0017;T007;2024-01-17;26764.09;21.69;2.32;2024;26.46
5881;P007_0018;T007;2024-01-18;12276.12;21.62;2.37;2024;32.46
5882;P007_0019;T007;2024-01-19;1845.62;22.93;1.07;2024;30.51
5883;P007_0020;T007;2024-01-20;928.37;22.97;1.03;2024;31.32
5884;P007_0021;T007;2024-01-21;7908.01;21.87;2.13;2024;31.46
5885;P007_0022;T007;2024-01-22;329.01;22.24;1.77;2024;26.58
5886;P007_0023;T007;2024-01-23;28143.71;21.92;2.07;2024;31.43
5887;P007_0024;T007;2024-01-24;16640.63;21.64;2.35;2024;31.72
5888;P007_0025;T007;2024-01-25;2351.30;21.48;2.53;2024;30.20
5889;P007_0026;T007;2024-01-26;69.75;21.93;2.08;2024;27.54
5890;P007_0027;T007;2024-01-27;19836.40;21.45;2.56;2024;31.50
5891;P007_0028;T007;2024-01-28;4434.25;22.23;1.79;2024;25.71
5892;P007_0029;T007;2024-01-29;19751.69;22.15;1.86;2024;27.74
5893;P007_0030;T007;2024-01-30;202.39;23.73;0.26;2024;25.45
5894;P007_0031;T007;2024-01-31;2453.42;23.12;0.87;2024;33.51
5895;P007_0032;T007;2024-02-01;5642.82;21.75;2.24;2024;26.52
5896;P007_0033;T007;2024-02-02;6188.98;21.61;2.40;2024;24.32
5897;P007_0034;T007;2024-02-03;3257.20;22.01;1.99;2024;25.59
5898;P007_0035;T007;2024-02-04;12630.45;22.63;1.37;2024;28.48
5899;P007_0036;T007;2024-02-05;1179.49;22.84;1.16;2024;26.48
5900;P007_0037;T007;2024-02-06;5242.62;21.39;2.60;2024;28.53
5901;P007_0038;T007;2024-02-07;8091.43;23.22;0.77;2024;29.52
5902;P007_0039;T007;2024-02-08;12157.15;22.80;1.19;2024;29.45
5903;P007_0040;T007;2024-02-09;14116.28;22.61;1.38;2024;28.55
5904;P007_0041;T007;2024-02-10;1319.00;22.31;1.70;2024;25.30
5905;P007_0042;T007;2024-02-11;486.81;21.78;2.22;2024;26.35
5906;P007_0043;T007;2024-02-12;24095.98;21.21;2.78;2024;26.62
5907;P007_0044;T007;2024-02-13;11115.09;23.04;0.96;2024;26.70
5908;P007_0045;T007;2024-02-14;3045.82;22.19;1.81;2024;30.69
5909;P007_0046;T007;2024-02-15;30663.22;21.14;2.87;2024;25.46
5910;P007_0047;T007;2024-02-16;10058.02;23.09;0.91;2024;28.49
5911;P007_0048;T007;2024-02-17;26497.20;22.26;1.75;2024;28.37
5912;P007_0049;T007;2024-02-18;10501.73;23.02;0.98;2024;28.62
5913;P007_0050;T007;2024-02-19;48015.85;22.04;1.96;2024;30.33
5914;P007_0051;T007;2024-02-20;38977.06;21.80;2.20;2024;29.52
5915;P007_0052;T007;2024-02-21;7466.16;21.97;2.03;2024;29.42
5916;P007_0053;T007;2024-02-22;24904.64;22.91;1.10;2024;28.50
5917;P007_0054;T007;2024-02-23;19253.40;22.18;1.82;2024;28.23
5918;P007_0055;T007;2024-02-24;33350.03;20.87;3.14;2024;26.53
5919;P007_0056;T007;2024-02-25;3449.24;22.01;2.00;2024;27.41
5920;P007_0057;T007;2024-02-26;21292.27;22.84;1.16;2024;28.78
5921;P007_0058;T007;2024-02-27;29471.35;23.69;0.29;2024;30.48
5922;P007_0059;T007;2024-02-28;963.65;22.42;1.57;2024;25.54
5923;P007_0060;T007;2024-02-29;3030.88;22.56;1.44;2024;25.59
5924;P007_0061;T007;2024-03-01;564.44;22.70;1.30;2024;23.50
5925;P007_0062;T007;2024-03-02;9954.50;22.67;1.34;2024;24.25
5926;P007_0063;T007;2024-03-03;23798.69;22.11;1.89;2024;22.54
5927;P007_0064;T007;2024-03-04;44722.58;22.67;1.33;2024;22.56
5928;P007_0065;T007;2024-03-05;15888.41;22.43;1.58;2024;20.49
5929;P007_0066;T007;2024-03-06;49582.30;23.14;0.86;2024;22.53
5930;P007_0067;T007;2024-03-07;3123.74;22.72;1.27;2024;22.52
5931;P007_0068;T007;2024-03-08;1885.94;21.87;2.13;2024;23.47
5932;P007_0069;T007;2024-03-09;14892.47;21.63;2.36;2024;21.58
5933;P007_0070;T007;2024-03-10;23752.87;22.97;1.05;2024;22.68
5934;P007_0071;T007;2024-03-11;16866.37;22.90;1.09;2024;21.70
5935;P007_0072;T007;2024-03-12;1131.76;22.01;2.00;2024;23.58
5936;P007_0073;T007;2024-03-13;17916.27;22.34;1.67;2024;23.59
5937;P007_0074;T007;2024-03-14;4647.86;22.15;1.86;2024;20.40
5938;P007_0075;T007;2024-03-15;33053.31;22.97;1.04;2024;21.42
5939;P007_0076;T007;2024-03-16;26017.60;22.69;1.31;2024;22.53
5940;P007_0077;T007;2024-03-17;8432.80;22.18;1.82;2024;22.55
5941;P007_0078;T007;2024-03-18;14709.14;22.92;1.07;2024;21.39
5942;P007_0079;T007;2024-03-19;8492.96;22.85;1.16;2024;24.40
5943;P007_0080;T007;2024-03-20;21710.91;22.62;1.38;2024;21.40
5944;P007_0081;T007;2024-03-21;46432.64;22.27;1.73;2024;22.41
5945;P007_0082;T007;2024-03-22;10006.13;23.01;1.01;2024;23.58
5946;P007_0083;T007;2024-03-23;34918.24;21.69;2.31;2024;20.53
5947;P007_0084;T007;2024-03-24;16142.92;22.57;1.43;2024;21.34
5948;P007_0085;T007;2024-03-25;12406.95;21.82;2.17;2024;21.64
5949;P007_0086;T007;2024-03-26;25226.48;21.90;2.10;2024;20.35
5950;P007_0087;T007;2024-03-27;11229.62;22.23;1.78;2024;20.49
5951;P007_0088;T007;2024-03-28;18580.31;22.79;1.22;2024;23.62
5952;P007_0089;T007;2024-03-29;9851.26;22.14;1.87;2024;22.37
5953;P007_0091;T007;2024-03-31;31951.32;22.91;1.09;2024;24.73
5954;P007_0092;T007;2024-04-01;17376.74;22.21;1.80;2024;19.59
5955;P007_0093;T007;2024-04-02;36533.11;22.82;1.19;2024;17.65
5956;P007_0094;T007;2024-04-03;31081.06;22.14;1.85;2024;16.42
5957;P007_0095;T007;2024-04-04;28947.71;22.62;1.39;2024;15.51
5958;P007_0096;T007;2024-04-05;50727.06;22.22;1.78;2024;15.71
5959;P007_0098;T007;2024-04-07;25531.87;23.25;0.74;2024;21.28
5960;P007_0099;T007;2024-04-08;25014.59;22.57;1.43;2024;14.54
5961;P007_0100;T007;2024-04-09;30587.14;22.28;1.73;2024;18.44
5962;P007_0101;T007;2024-04-10;4426.54;22.46;1.55;2024;19.40
5963;P007_0102;T007;2024-04-11;11506.17;22.57;1.44;2024;19.37
5964;P007_0105;T007;2024-04-14;36907.92;23.29;0.71;2024;14.52
5965;P007_0107;T007;2024-04-16;51720.05;22.19;1.81;2024;18.69
5966;P007_0110;T007;2024-04-19;47527.51;22.59;1.41;2024;18.69
5967;P007_0111;T007;2024-04-20;25124.93;22.54;1.45;2024;17.41
5968;P007_0112;T007;2024-04-21;14791.15;22.36;1.63;2024;20.32
5969;P007_0114;T007;2024-04-23;29523.40;22.61;1.40;2024;16.61
5970;P007_0115;T007;2024-04-24;17867.77;21.47;2.53;2024;15.52
5971;P007_0116;T007;2024-04-25;33989.35;22.05;1.95;2024;15.82
5972;P007_0117;T007;2024-04-26;26610.98;22.24;1.75;2024;20.45
5973;P007_0123;T007;2024-05-02;35603.06;23.53;0.46;2024;12.45
5974;P007_0126;T007;2024-05-05;33830.15;22.60;1.40;2024;18.49
5975;P007_0128;T007;2024-05-07;41128.18;22.94;1.05;2024;16.38
5976;P007_0129;T007;2024-05-08;28362.99;23.57;0.44;2024;19.57
5977;P007_0132;T007;2024-05-11;28136.04;22.44;1.56;2024;14.58
5978;P007_0134;T007;2024-05-13;48837.35;21.78;2.22;2024;16.44
5979;P007_0137;T007;2024-05-16;45039.10;22.20;1.80;2024;13.59
5980;P007_0139;T007;2024-05-18;44667.27;20.72;3.27;2024;15.59
5981;P007_0143;T007;2024-05-22;48429.32;22.47;1.53;2024;16.38
5982;P007_0147;T007;2024-05-26;48309.97;22.19;1.81;2024;14.56
5983;P007_0150;T007;2024-05-29;32712.96;21.89;2.11;2024;15.74
5984;P007_0155;T007;2024-06-03;31996.29;22.51;1.50;2024;12.38
5985;P007_0156;T007;2024-06-04;35502.78;21.70;2.31;2024;15.36
5986;P007_0161;T007;2024-06-09;36912.04;22.88;1.11;2024;11.62
5987;P007_0163;T007;2024-06-11;46284.82;21.41;2.60;2024;12.46
5988;P007_0174;T007;2024-06-22;21109.70;22.04;1.97;2024;12.55
5989;P007_0196;T007;2024-07-14;27894.72;20.66;3.34;2024;12.47
5990;P007_0198;T007;2024-07-16;35148.90;22.13;1.87;2024;9.50
5991;P007_0205;T007;2024-07-23;23566.82;21.88;2.13;2024;10.71
5992;P007_0208;T007;2024-07-26;40194.64;22.81;1.19;2024;10.27
5993;P007_0219;T007;2024-08-06;51033.34;22.13;1.87;2024;11.67
5994;P007_0227;T007;2024-08-14;41972.75;22.33;1.67;2024;11.86
5995;P007_0231;T007;2024-08-18;42785.49;22.07;1.93;2024;10.49
5996;P007_0236;T007;2024-08-23;41313.90;22.25;1.74;2024;14.59
5997;P007_0237;T007;2024-08-24;28809.77;21.90;2.10;2024;13.32
5998;P007_0238;T007;2024-08-25;19239.03;22.97;1.02;2024;15.52
5999;P007_0243;T007;2024-08-30;28506.79;23.33;0.67;2024;11.36
6000;P007_0250;T007;2024-09-06;32957.23;21.95;2.05;2024;17.31
6001;P007_0255;T007;2024-09-11;32464.39;21.95;2.06;2024;16.48
6002;P007_0256;T007;2024-09-12;22749.95;22.00;2.01;2024;18.22
6003;P007_0257;T007;2024-09-13;40197.63;21.34;2.67;2024;16.30
6004;P007_0258;T007;2024-09-14;45430.92;22.61;1.39;2024;18.71
6005;P007_0260;T007;2024-09-16;10625.72;22.87;1.14;2024;16.63
6006;P007_0262;T007;2024-09-18;34597.52;22.26;1.75;2024;11.56
6007;P007_0263;T007;2024-09-19;28752.91;21.48;2.51;2024;12.14
6008;P007_0264;T007;2024-09-20;18181.00;21.86;2.14;2024;14.60
6009;P007_0265;T007;2024-09-21;9604.31;22.48;1.53;2024;16.67
6010;P007_0267;T007;2024-09-23;36716.19;21.95;2.03;2024;17.31
6011;P007_0268;T007;2024-09-24;12919.30;22.85;1.16;2024;16.88
6012;P007_0269;T007;2024-09-25;12061.30;22.77;1.24;2024;16.59
6013;P007_0270;T007;2024-09-26;27566.95;22.90;1.10;2024;15.79
6014;P007_0272;T007;2024-09-28;26325.36;22.42;1.58;2024;19.55
6015;P007_0273;T007;2024-09-29;8303.13;21.98;2.02;2024;15.19
6016;P007_0274;T007;2024-09-30;25904.99;22.77;1.23;2024;18.54
6017;P007_0275;T007;2024-10-01;24390.33;22.72;1.30;2024;14.34
6018;P007_0276;T007;2024-10-02;1198.38;22.72;1.28;2024;21.59
6019;P007_0277;T007;2024-10-03;26052.31;21.95;2.05;2024;22.84
6020;P007_0278;T007;2024-10-04;24006.82;22.74;1.26;2024;18.43
6021;P007_0279;T007;2024-10-05;39959.25;21.75;2.25;2024;18.44
6022;P007_0282;T007;2024-10-08;19581.38;22.22;1.79;2024;23.63
6023;P007_0283;T007;2024-10-09;8633.92;22.90;1.10;2024;22.58
6024;P007_0285;T007;2024-10-11;23879.28;23.02;0.98;2024;17.38
6025;P007_0286;T007;2024-10-12;22947.32;22.80;1.19;2024;20.26
6026;P007_0287;T007;2024-10-13;20859.62;21.89;2.12;2024;20.58
6027;P007_0288;T007;2024-10-14;24504.74;21.71;2.30;2024;17.33
6028;P007_0289;T007;2024-10-15;17659.94;22.43;1.57;2024;20.28
6029;P007_0290;T007;2024-10-16;10980.27;22.20;1.80;2024;19.54
6030;P007_0291;T007;2024-10-17;11612.65;22.62;1.39;2024;21.34
6031;P007_0292;T007;2024-10-18;18346.64;23.05;0.95;2024;22.56
6032;P007_0293;T007;2024-10-19;11147.93;22.19;1.80;2024;22.15
6033;P007_0294;T007;2024-10-20;8906.42;22.21;1.78;2024;20.57
6034;P007_0295;T007;2024-10-21;18096.96;22.08;1.93;2024;20.44
6035;P007_0296;T007;2024-10-22;13132.21;22.42;1.59;2024;20.69
6036;P007_0297;T007;2024-10-23;47588.85;22.07;1.92;2024;19.65
6037;P007_0298;T007;2024-10-24;130.87;22.76;1.24;2024;21.65
6038;P007_0299;T007;2024-10-25;35828.48;22.70;1.30;2024;20.55
6039;P007_0300;T007;2024-10-26;37196.65;22.12;1.87;2024;19.67
6040;P007_0301;T007;2024-10-27;648.83;22.54;1.46;2024;17.38
6041;P007_0302;T007;2024-10-28;10026.98;22.60;1.40;2024;22.73
6042;P007_0303;T007;2024-10-29;8828.18;21.84;2.15;2024;21.56
6043;P007_0304;T007;2024-10-30;2204.30;22.86;1.14;2024;21.38
6044;P007_0305;T007;2024-10-31;5368.36;22.51;1.48;2024;22.41
6045;P007_0306;T007;2024-11-01;3129.12;22.40;1.59;2024;18.45
6046;P007_0307;T007;2024-11-02;48086.54;22.41;1.60;2024;28.58
6047;P007_0308;T007;2024-11-03;25524.82;21.78;2.23;2024;22.29
6048;P007_0309;T007;2024-11-04;32022.71;21.60;2.40;2024;23.45
6049;P007_0310;T007;2024-11-05;20706.69;22.89;1.11;2024;23.70
6050;P007_0311;T007;2024-11-06;2339.07;22.14;1.87;2024;24.50
6051;P007_0312;T007;2024-11-07;5606.78;22.72;1.26;2024;25.42
6052;P007_0313;T007;2024-11-08;14579.71;22.16;1.84;2024;24.48
6053;P007_0314;T007;2024-11-09;1823.00;23.14;0.86;2024;23.71
6054;P007_0315;T007;2024-11-10;16507.36;21.27;2.74;2024;27.60
6055;P007_0316;T007;2024-11-11;6849.13;22.49;1.51;2024;24.35
6056;P007_0317;T007;2024-11-12;5737.01;22.22;1.80;2024;25.40
6057;P007_0318;T007;2024-11-13;17356.51;22.64;1.35;2024;24.64
6058;P007_0319;T007;2024-11-14;13090.37;22.03;1.98;2024;23.61
6059;P007_0320;T007;2024-11-15;5014.60;21.45;2.54;2024;24.58
6060;P007_0321;T007;2024-11-16;23511.13;22.10;1.90;2024;26.83
6061;P007_0322;T007;2024-11-17;1506.21;22.12;1.88;2024;27.69
6062;P007_0323;T007;2024-11-18;14045.54;22.25;1.76;2024;27.67
6063;P007_0324;T007;2024-11-19;13910.49;22.40;1.60;2024;22.22
6064;P007_0325;T007;2024-11-20;4903.67;22.38;1.63;2024;23.60
6065;P007_0326;T007;2024-11-21;10042.84;22.67;1.33;2024;26.74
6066;P007_0327;T007;2024-11-22;815.60;21.59;2.41;2024;25.54
6067;P007_0328;T007;2024-11-23;17439.13;22.81;1.18;2024;26.54
6068;P007_0329;T007;2024-11-24;4922.39;21.71;2.29;2024;24.85
6069;P007_0330;T007;2024-11-25;3075.27;22.27;1.73;2024;25.72
6070;P007_0331;T007;2024-11-26;17456.00;22.18;1.81;2024;22.58
6071;P007_0332;T007;2024-11-27;2090.36;22.04;1.96;2024;22.55
6072;P007_0333;T007;2024-11-28;372.58;22.30;1.69;2024;23.64
6073;P007_0334;T007;2024-11-29;217.13;21.57;2.41;2024;24.72
6074;P007_0335;T007;2024-11-30;11022.49;22.03;1.98;2024;24.30
6075;P007_0336;T007;2024-12-01;513.78;22.52;1.48;2024;25.48
6076;P007_0337;T007;2024-12-02;28330.13;22.00;2.00;2024;30.48
6077;P007_0338;T007;2024-12-03;1.16;23.01;0.97;2024;29.47
6078;P007_0339;T007;2024-12-04;24596.25;22.01;1.98;2024;28.61
6079;P007_0340;T007;2024-12-05;6570.34;21.76;2.23;2024;31.72
6080;P007_0341;T007;2024-12-06;4085.06;22.17;1.84;2024;30.39
6081;P007_0342;T007;2024-12-07;2028.19;22.20;1.80;2024;28.30
6082;P007_0343;T007;2024-12-08;7865.80;22.83;1.17;2024;25.52
