record_id;turbine_id;date;generated_energy_kwh;operating_hours;inactive_hours;year;temperature_c
P008_1039;T008;2025-11-04;2729.1951658038697;21.41;2.59;2025;23.27
P008_1040;T008;2025-11-05;7025.273230459921;21.94;2.06;2025;26.91
P008_1041;T008;2025-11-06;5551.420156262181;20.71;3.29;2025;26.56
P008_1042;T008;2025-11-07;319.22822981272014;22.46;1.54;2025;18.86
P008_1043;T008;2025-11-08;12725.477044314486;23.61;0.39;2025;25.23
P008_1044;T008;2025-11-09;9948.645883725756;21.41;2.59;2025;25.46
P008_1045;T008;2025-11-10;1380.3127566384824;20.57;3.43;2025;28.49
P008_1046;T008;2025-11-11;4712.820448953769;23.09;0.91;2025;23.85
P008_1047;T008;2025-11-12;5222.822880196334;22.57;1.43;2025;24.94
P008_1048;T008;2025-11-13;3126.7590323441186;19.72;4.28;2025;23.41
P008_1049;T008;2025-11-14;1451.5215120281628;23.57;0.43;2025;25.32
P008_1050;T008;2025-11-15;1180.0293736483059;23.46;0.54;2025;26.31
P008_1051;T008;2025-11-16;2219.3729085277105;18.64;5.36;2025;22.19
P008_1052;T008;2025-11-17;7467.63034698173;20.58;3.42;2025;24.43
P008_1053;T008;2025-11-18;3605.3911741023917;18.9;5.1;2025;23.75
P008_1054;T008;2025-11-19;1607.9425438632118;23.01;0.99;2025;24.41
P008_1055;T008;2025-11-20;5382.356917784291;23.32;0.68;2025;24.12
P008_1056;T008;2025-11-21;0.6706475416233617;22.9;1.1;2025;22.13
P008_1057;T008;2025-11-22;7513.274418471321;23.54;0.46;2025;26.12
P008_1058;T008;2025-11-23;68.19584628477556;23.18;0.82;2025;27.57
P008_1059;T008;2025-11-24;1314.0587853249745;23.97;0.03;2025;27.83
P008_1060;T008;2025-11-25;376.123164537902;23.97;0.03;2025;24.86
P008_1061;T008;2025-11-26;204.26722958071554;21.52;2.48;2025;23.23
P008_1062;T008;2025-11-27;6186.173039911491;22.36;1.64;2025;22.18
P008_1063;T008;2025-11-28;985.4815285887287;21.86;2.14;2025;27.68
P008_1064;T008;2025-11-29;2729.1050788206667;22.98;1.02;2025;28.12
P008_1065;T008;2025-11-30;1756.0955925731728;23.01;0.99;2025;24.8
P008_1066;T008;2025-12-01;3158.3941128868296;22.15;1.85;2025;28.87
P008_1067;T008;2025-12-02;1913.9912725979596;23.93;0.07;2025;28.08
P008_1068;T008;2025-12-03;147.30625497211437;21.55;2.45;2025;30.85
P008_1069;T008;2025-12-04;4903.018193753103;21.52;2.48;2025;31.6
P008_1070;T008;2025-12-05;700.9297631361504;21.52;2.48;2025;28.53
P008_1071;T008;2025-12-06;56.54240092412319;23.97;0.03;2025;29.77
P008_1072;T008;2025-12-07;725.770817946112;21.07;2.93;2025;28.63
P008_1073;T008;2025-12-08;7379.053332063402;22.93;1.07;2025;30.71
P008_1074;T008;2025-12-09;4336.244127185243;23.55;0.45;2025;27.65
P008_1075;T008;2025-12-10;894.4679812268041;22.94;1.06;2025;30.29
P008_1076;T008;2025-12-11;962.1508552017716;22.97;1.03;2025;26.58
P008_1077;T008;2025-12-12;941.1699643035031;22.71;1.29;2025;27.76
P008_1078;T008;2025-12-13;10064.717371712839;20.95;3.05;2025;28.93
P008_1079;T008;2025-12-14;2207.25372521556;21.95;2.05;2025;27.25
P008_1080;T008;2025-12-15;2432.4132860232417;22.58;1.42;2025;30.15
P008_1081;T008;2025-12-16;4208.33869601801;22.83;1.17;2025;30.76
P008_1082;T008;2025-12-17;1923.6116811032664;23.17;0.83;2025;28.74
P008_1083;T008;2025-12-18;915.2188623583138;22.66;1.34;2025;28.96
P008_1084;T008;2025-12-19;997.6423622551345;23.52;0.48;2025;26.85
P008_1085;T008;2025-12-20;1244.2628343438862;23.49;0.51;2025;24.14
P008_1086;T008;2025-12-21;1337.9468123872512;23.27;0.73;2025;29.08
P008_1087;T008;2025-12-22;3136.013162538724;23.72;0.28;2025;25.88
P008_1088;T008;2025-12-23;1266.8337927601835;21.39;2.61;2025;28.19
P008_1089;T008;2025-12-24;2727.0757980906787;20.53;3.47;2025;28.79
P008_1090;T008;2025-12-25;1040.1141657083976;23.19;0.81;2025;24.95
P008_1091;T008;2025-12-26;1301.9352832525205;20.51;3.49;2025;29.8
P008_1092;T008;2025-12-27;0.7800331220519295;22.37;1.63;2025;28.49
P008_1093;T008;2025-12-28;3813.3519239451243;23.43;0.57;2025;28.79
P008_1094;T008;2025-12-29;1923.4516743089994;23.43;0.57;2025;25.98
P008_1095;T008;2025-12-30;3849.133443313096;22.13;1.87;2025;30.3
P008_1096;T008;2025-12-31;0.0;21.3;2.7;2025;26.22
P009_0001;T005;2023-01-01;3957.65;5.29;0.67;2023;29.4
P009_0002;T005;2023-01-02;2014.23;5.7;0.22;2023;36.62
P009_0003;T005;2023-01-03;324.47;5.23;0.83;2023;28.45
P009_0004;T005;2023-01-04;1668.07;5.81;0.0;2023;24.12
P009_0005;T005;2023-01-05;383.96;5.78;0.12;2023;27.85
P009_0006;T005;2023-01-06;373.79;5.86;0.22;2023;29.0
P009_0007;T005;2023-01-07;1002.0;5.33;0.67;2023;31.46
P009_0008;T005;2023-01-08;0.78;5.96;0.0;2023;31.35
P009_0009;T005;2023-01-09;5.08;5.67;0.34;2023;27.27
P009_0010;T005;2023-01-10;311.25;5.63;0.36;2023;29.15
P009_0011;T005;2023-01-11;114.09;5.56;0.4;2023;30.51
P009_0012;T005;2023-01-12;1122.42;5.62;0.33;2023;30.84
P009_0013;T005;2023-01-13;157.65;5.78;0.11;2023;28.83
P009_0014;T005;2023-01-14;36.57;5.83;0.16;2023;31.11
P009_0015;T005;2023-01-15;4216.75;5.26;0.69;2023;26.72
P009_0016;T005;2023-01-16;552.31;5.3;0.52;2023;32.46
P009_0017;T005;2023-01-17;978.52;5.55;0.43;2023;28.26
P009_0018;T005;2023-01-18;36.23;5.31;0.7;2023;32.01
P009_0019;T005;2023-01-19;402.25;5.83;0.16;2023;30.17
P009_0020;T005;2023-01-20;929.37;5.14;0.84;2023;30.2
P009_0021;T005;2023-01-21;101.68;5.48;0.31;2023;29.2
P009_0022;T005;2023-01-22;1396.41;5.82;0.16;2023;25.49
P009_0023;T005;2023-01-23;373.25;5.6;0.39;2023;30.54
P009_0024;T005;2023-01-24;634.69;5.77;0.13;2023;29.02
P009_0025;T005;2023-01-25;418.27;5.62;0.36;2023;29.21
P009_0026;T005;2023-01-26;6015.52;5.63;0.32;2023;32.82
P009_0027;T005;2023-01-27;1036.99;5.77;0.19;2023;27.84
P009_0028;T005;2023-01-28;157.51;5.03;0.83;2023;30.01
P009_0029;T005;2023-01-29;2856.19;5.88;0.04;2023;29.51
P009_0030;T005;2023-01-30;114.6;4.99;0.73;2023;30.12
P009_0031;T005;2023-01-31;1524.54;5.94;0.19;2023;30.15
P009_0032;T005;2023-02-01;5.55;5.81;0.16;2023;26.55
P009_0033;T005;2023-02-02;108.98;5.73;0.08;2023;30.25
P009_0034;T005;2023-02-03;1734.11;5.72;0.06;2023;28.06
P009_0035;T005;2023-02-04;2777.28;5.85;0.02;2023;29.28
P009_0036;T005;2023-02-05;1713.57;5.86;0.21;2023;31.76
P009_0037;T005;2023-02-06;1194.52;5.61;0.42;2023;29.55
P009_0038;T005;2023-02-07;943.59;5.68;0.4;2023;26.19
P009_0039;T005;2023-02-08;108.27;5.92;0.03;2023;22.9
P009_0040;T005;2023-02-09;546.96;5.79;0.17;2023;28.78
P009_0041;T005;2023-02-10;849.77;5.73;0.21;2023;27.36
P009_0042;T005;2023-02-11;3872.21;5.56;0.31;2023;28.11
P009_0043;T005;2023-02-12;2244.22;5.62;0.28;2023;29.48
P009_0044;T005;2023-02-13;58.48;5.09;0.75;2023;26.39
P009_0045;T005;2023-02-14;2388.52;5.72;0.06;2023;26.66
P009_0046;T005;2023-02-15;1079.19;5.62;0.38;2023;29.4
P009_0047;T005;2023-02-16;705.78;5.56;0.46;2023;31.69
P009_0048;T005;2023-02-17;2987.74;5.09;0.92;2023;30.59
P009_0049;T005;2023-02-18;4685.1;5.7;0.16;2023;29.95
P009_0050;T005;2023-02-19;4375.42;5.02;0.77;2023;27.68
P009_0051;T005;2023-02-20;713.51;5.68;0.36;2023;24.73
P009_0052;T005;2023-02-21;1583.88;5.8;0.22;2023;28.16
P009_0053;T005;2023-02-22;2742.05;5.94;0.09;2023;30.47
P009_0054;T005;2023-02-23;5324.74;5.64;0.4;2023;27.21
P009_0055;T005;2023-02-24;1295.04;5.29;0.59;2023;24.28
P009_0056;T005;2023-02-25;1806.99;5.57;0.37;2023;30.95
P009_0057;T005;2023-02-26;647.96;5.77;0.24;2023;27.21
P009_0058;T005;2023-02-27;569.87;5.75;0.2;2023;27.22
P009_0059;T005;2023-02-28;5332.12;5.49;0.41;2023;27.49
P009_0060;T005;2023-03-01;7232.78;5.63;0.37;2023;24.77
P009_0061;T005;2023-03-02;2460.62;5.8;0.09;2023;24.33
P009_0062;T005;2023-03-03;6505.23;5.79;0.23;2023;24.68
P009_0063;T005;2023-03-04;4152.66;5.53;0.44;2023;22.68
P009_0064;T005;2023-03-05;1361.37;5.09;0.8;2023;17.04
P009_0065;T005;2023-03-06;3944.08;5.5;0.47;2023;19.7
P009_0066;T005;2023-03-07;10665.6;5.52;0.27;2023;24.49
P009_0067;T005;2023-03-08;3123.76;5.83;0.19;2023;23.77
P009_0068;T005;2023-03-09;10153.0;5.86;0.02;2023;20.52
P009_0069;T005;2023-03-10;36.85;5.72;0.0;2023;24.87
P009_0070;T005;2023-03-11;5980.34;5.25;0.64;2023;21.64
P009_0071;T005;2023-03-12;3533.36;5.93;0.05;2023;20.43
P009_0072;T005;2023-03-13;2526.28;5.15;0.88;2023;25.56
P009_0073;T005;2023-03-14;3699.07;5.79;0.37;2023;21.69
P009_0074;T005;2023-03-15;311.98;5.04;0.94;2023;25.54
P009_0075;T005;2023-03-16;3584.59;5.74;0.18;2023;24.12
P009_0076;T005;2023-03-17;5210.1;5.16;0.65;2023;22.33
P009_0077;T005;2023-03-18;11680.2;5.59;0.27;2023;23.14
P009_0078;T005;2023-03-19;2584.82;5.57;0.33;2023;20.98
P009_0079;T005;2023-03-20;2267.45;5.53;0.4;2023;21.05
P009_0080;T005;2023-03-21;3232.78;5.47;0.43;2023;20.64
P009_0081;T005;2023-03-22;10052.87;5.7;0.22;2023;22.16
P009_0082;T005;2023-03-23;5455.86;5.33;0.69;2023;24.57
P009_0083;T005;2023-03-24;3323.88;5.78;0.22;2023;24.79
P009_0084;T005;2023-03-25;6958.23;5.31;0.67;2023;20.87
P009_0085;T005;2023-03-26;5692.66;5.85;0.13;2023;21.17
P009_0086;T005;2023-03-27;10817.91;5.94;0.17;2023;24.31
P009_0087;T005;2023-03-28;3592.4;5.8;0.04;2023;22.27
P009_0088;T005;2023-03-29;4618.58;5.99;0.07;2023;22.39
P009_0089;T005;2023-03-30;3879.73;5.22;0.78;2023;24.43
P009_0090;T005;2023-03-31;1577.86;5.39;0.56;2023;21.68
P009_0091;T005;2023-04-01;7291.87;5.85;0.14;2023;16.88
P009_0092;T005;2023-04-02;7606.41;5.91;0.04;2023;19.22
P009_0093;T005;2023-04-03;7125.96;5.68;0.11;2023;18.49
P009_0094;T005;2023-04-04;5583.24;5.67;0.31;2023;18.85
P009_0095;T005;2023-04-05;2187.15;5.41;0.56;2023;15.63
P009_0096;T005;2023-04-06;5151.04;5.48;0.45;2023;18.31
P009_0097;T005;2023-04-07;5476.16;5.81;0.19;2023;20.76
P009_0098;T005;2023-04-08;3842.45;5.82;0.14;2023;19.23
P009_0099;T005;2023-04-09;7160.25;5.57;0.28;2023;18.69
P009_0100;T005;2023-04-10;9881.92;5.88;0.14;2023;17.76
P009_0101;T005;2023-04-11;20906.49;5.55;0.29;2023;17.11
P009_0102;T005;2023-04-12;9204.22;5.86;0.18;2023;21.17
P009_0103;T005;2023-04-13;9535.82;5.15;0.74;2023;18.1
P009_0104;T005;2023-04-14;8234.18;5.8;0.22;2023;19.79
P009_0105;T005;2023-04-15;1750.33;5.89;0.0;2023;18.38
P009_0106;T005;2023-04-16;9212.38;5.68;0.43;2023;18.2
P009_0107;T005;2023-04-17;10313.2;5.81;0.22;2023;18.55
P009_0108;T005;2023-04-18;34450.93;5.55;0.44;2023;22.12
P009_0109;T005;2023-04-19;9298.91;5.84;0.01;2023;16.49
P009_0110;T005;2023-04-20;12053.73;5.56;0.32;2023;16.56
P009_0111;T005;2023-04-21;9679.89;5.78;0.13;2023;18.1
P009_0112;T005;2023-04-22;4303.17;5.37;0.52;2023;21.64
P009_0113;T005;2023-04-23;19438.84;5.4;0.63;2023;14.6
P009_0114;T005;2023-04-24;18201.14;5.84;0.1;2023;18.67
P009_0115;T005;2023-04-25;14436.79;4.88;0.97;2023;17.13
P009_0116;T005;2023-04-26;5727.54;5.65;0.35;2023;16.94
P009_0117;T005;2023-04-27;22388.04;5.62;0.35;2023;22.9
P009_0118;T005;2023-04-28;4727.26;5.89;0.06;2023;16.07
P009_0119;T005;2023-04-29;15299.77;5.65;0.31;2023;14.98
P009_0120;T005;2023-04-30;32398.81;5.43;0.48;2023;16.94
P009_0121;T005;2023-05-01;6303.32;5.78;0.24;2023;18.04
P009_0122;T005;2023-05-02;8930.93;5.71;0.22;2023;14.58
P009_0123;T005;2023-05-03;13399.64;5.58;0.25;2023;14.21
P009_0124;T005;2023-05-04;8578.42;5.21;0.92;2023;17.55
P009_0125;T005;2023-05-05;4922.16;5.86;0.15;2023;13.79
P009_0126;T005;2023-05-06;13074.89;5.82;0.13;2023;14.42
P009_0127;T005;2023-05-07;6680.62;5.55;0.42;2023;16.61
P009_0128;T005;2023-05-08;15142.44;5.13;0.94;2023;15.58
P009_0129;T005;2023-05-09;7514.86;5.49;0.46;2023;16.29
P009_0130;T005;2023-05-10;29564.53;5.71;0.18;2023;16.92
P009_0131;T005;2023-05-11;8881.68;5.82;0.11;2023;16.11
P009_0132;T005;2023-05-12;12400.18;5.69;0.28;2023;15.92
P009_0133;T005;2023-05-13;22009.56;5.65;0.43;2023;20.63
P009_0134;T005;2023-05-14;7606.97;5.84;0.08;2023;15.31
P009_0135;T005;2023-05-15;16277.51;5.35;0.7;2023;16.7
P009_0136;T005;2023-05-16;26836.66;5.28;0.9;2023;14.65
P009_0137;T005;2023-05-17;5750.62;5.51;0.32;2023;16.34
P009_0138;T005;2023-05-18;18532.84;5.74;0.14;2023;15.14
P009_0139;T005;2023-05-19;16876.39;5.72;0.17;2023;12.25
P009_0140;T005;2023-05-20;22009.98;5.38;0.61;2023;12.3
P009_0141;T005;2023-05-21;7893.67;5.52;0.31;2023;16.83
P009_0142;T005;2023-05-22;8551.3;5.73;0.22;2023;14.84
P009_0143;T005;2023-05-23;19891.57;5.41;0.55;2023;13.81
P009_0144;T005;2023-05-24;19156.51;5.81;0.15;2023;12.73
P009_0145;T005;2023-05-25;17798.46;5.84;0.22;2023;16.56
P009_0146;T005;2023-05-26;19856.05;5.81;0.14;2023;13.14
P009_0147;T005;2023-05-27;11837.39;5.64;0.39;2023;15.52
P009_0148;T005;2023-05-28;18913.98;5.61;0.39;2023;14.33
P009_0149;T005;2023-05-29;18963.09;5.3;0.63;2023;14.68
P009_0150;T005;2023-05-30;12724.16;5.87;0.12;2023;16.31
P009_0151;T005;2023-05-31;38623.87;5.14;0.85;2023;14.4
P009_0152;T005;2023-06-01;23222.17;5.6;0.33;2023;14.18
P009_0153;T005;2023-06-02;9865.93;5.82;0.08;2023;12.76
P009_0154;T005;2023-06-03;26964.73;5.8;0.22;2023;11.6
P009_0155;T005;2023-06-04;10422.49;5.93;0.02;2023;14.0
P009_0156;T005;2023-06-05;25130.13;5.22;0.72;2023;10.79
P009_0157;T005;2023-06-06;30665.35;5.34;0.67;2023;12.88
P009_0158;T005;2023-06-07;12888.61;5.71;0.13;2023;13.07
P009_0159;T005;2023-06-08;29981.98;5.7;0.04;2023;14.27
P009_0160;T005;2023-06-09;22353.55;5.42;0.54;2023;13.88
P009_0161;T005;2023-06-10;30441.42;5.87;0.19;2023;12.22
P009_0162;T005;2023-06-11;47180.62;5.61;0.46;2023;11.97
P009_0163;T005;2023-06-12;16690.4;5.76;0.1;2023;13.13
P009_0164;T005;2023-06-13;14436.41;5.82;0.23;2023;14.63
P009_0165;T005;2023-06-14;12796.19;5.35;0.63;2023;7.92
P009_0166;T005;2023-06-15;12839.24;5.78;0.05;2023;14.12
P009_0167;T005;2023-06-16;20144.41;5.81;0.15;2023;12.32
P009_0168;T005;2023-06-17;24706.6;5.95;0.04;2023;11.58
P009_0169;T005;2023-06-18;24835.51;5.43;0.48;2023;12.54
P009_0170;T005;2023-06-19;33824.69;5.85;0.09;2023;10.33
P009_0171;T005;2023-06-20;19049.11;5.48;0.32;2023;10.88
P009_0172;T005;2023-06-21;38300.22;5.59;0.31;2023;8.23
P009_0173;T005;2023-06-22;17085.93;5.13;0.89;2023;12.8
P009_0174;T005;2023-06-23;65981.73;5.93;0.03;2023;8.67
P009_0175;T005;2023-06-24;26497.03;5.33;0.66;2023;14.54
P009_0176;T005;2023-06-25;13306.26;5.76;0.19;2023;14.88
P009_0177;T005;2023-06-26;11275.11;5.64;0.33;2023;14.6
P009_0178;T005;2023-06-27;24978.5;5.83;0.13;2023;12.2
P009_0179;T005;2023-06-28;16733.63;5.48;0.45;2023;11.93
P009_0180;T005;2023-06-29;27592.08;5.85;0.05;2023;8.05
P009_0181;T005;2023-06-30;28816.7;5.87;0.02;2023;14.93
P009_0182;T005;2023-07-01;20912.46;5.58;0.26;2023;10.08
P009_0183;T005;2023-07-02;12629.26;5.14;0.78;2023;10.43
P009_0184;T005;2023-07-03;9391.17;5.77;0.24;2023;10.85
P009_0185;T005;2023-07-04;17429.58;5.72;0.12;2023;8.57
P009_0186;T005;2023-07-05;28152.84;5.06;0.78;2023;10.52
P009_0187;T005;2023-07-06;20402.53;5.41;0.49;2023;9.45
P009_0188;T005;2023-07-07;11017.25;5.61;0.33;2023;9.51
P009_0189;T005;2023-07-08;20552.26;4.88;1.07;2023;14.52
P009_0190;T005;2023-07-09;24446.29;6.01;0.02;2023;10.4
P009_0191;T005;2023-07-10;12211.68;5.66;0.37;2023;7.6
P009_0192;T005;2023-07-11;23563.59;5.83;0.16;2023;13.73
P009_0193;T005;2023-07-12;20560.1;5.36;0.58;2023;8.87
P009_0194;T005;2023-07-13;12077.76;5.79;0.16;2023;10.15
P009_0195;T005;2023-07-14;24101.27;5.12;0.72;2023;11.04
P009_0196;T005;2023-07-15;24835.27;5.64;0.38;2023;8.52
P009_0197;T005;2023-07-16;34212.86;5.78;0.22;2023;9.18
P009_0198;T005;2023-07-17;29232.44;5.35;0.71;2023;11.16
P009_0199;T005;2023-07-18;9255.65;5.69;0.17;2023;7.21
P009_0200;T005;2023-07-19;12436.44;5.73;0.2;2023;12.8
P009_0201;T005;2023-07-20;25103.41;5.03;0.82;2023;13.92
P009_0202;T005;2023-07-21;26066.05;5.63;0.42;2023;10.84
P009_0203;T005;2023-07-22;25922.08;5.89;0.03;2023;6.59
P009_0204;T005;2023-07-23;79093.21;5.72;0.13;2023;10.4
P009_0205;T005;2023-07-24;25117.8;5.27;0.48;2023;10.45
P009_0206;T005;2023-07-25;34279.19;5.75;0.17;2023;12.46
P009_0207;T005;2023-07-26;29592.83;5.94;0.09;2023;9.53
P009_0208;T005;2023-07-27;28152.64;5.73;0.21;2023;12.83
P009_0209;T005;2023-07-28;15999.66;5.83;0.14;2023;5.72
P009_0210;T005;2023-07-29;25679.56;5.19;0.86;2023;10.39
P009_0211;T005;2023-07-30;12637.99;5.57;0.27;2023;6.41
P009_0212;T005;2023-07-31;15443.5;5.84;0.13;2023;8.21
P009_0213;T005;2023-08-01;13975.21;5.57;0.37;2023;15.48
P009_0214;T005;2023-08-02;19669.01;5.8;0.02;2023;12.98
P009_0215;T005;2023-08-03;43289.05;4.83;1.03;2023;9.58
P009_0216;T005;2023-08-04;6182.97;5.9;0.04;2023;14.1
P009_0217;T005;2023-08-05;25972.78;5.6;0.27;2023;15.2
P009_0218;T005;2023-08-06;5822.54;4.94;1.07;2023;10.76
P009_0219;T005;2023-08-07;14358.53;5.87;0.12;2023;9.29
P009_0220;T005;2023-08-08;29111.01;5.37;0.5;2023;9.51
P009_0221;T005;2023-08-09;16480.33;5.55;0.44;2023;13.97
P009_0222;T005;2023-08-10;8738.48;5.63;0.28;2023;15.28
P009_0223;T005;2023-08-11;9146.86;5.05;0.94;2023;13.65
P009_0224;T005;2023-08-12;20043.04;5.07;0.88;2023;12.03
P009_0225;T005;2023-08-13;11248.15;5.83;0.23;2023;13.47
P009_0226;T005;2023-08-14;15624.25;5.71;0.34;2023;11.75
P009_0227;T005;2023-08-15;16330.61;5.52;0.34;2023;12.11
P009_0228;T005;2023-08-16;10710.22;5.78;0.09;2023;14.15
P009_0229;T005;2023-08-17;36387.38;5.09;0.81;2023;12.03
P009_0230;T005;2023-08-18;19488.82;5.5;0.4;2023;12.67
P009_0231;T005;2023-08-19;3850.51;5.6;0.47;2023;16.91
P009_0232;T005;2023-08-20;18215.13;5.95;0.03;2023;14.13
P009_0233;T005;2023-08-21;9233.54;5.32;0.7;2023;12.74
P009_0234;T005;2023-08-22;20307.51;5.78;0.08;2023;12.57
P009_0235;T005;2023-08-23;9457.12;5.79;0.18;2023;11.39
P009_0236;T005;2023-08-24;12565.24;5.42;0.52;2023;11.35
P009_0237;T005;2023-08-25;17452.29;5.52;0.28;2023;10.48
P009_0238;T005;2023-08-26;22388.33;5.75;0.18;2023;10.6
P009_0239;T005;2023-08-27;6392.45;5.81;0.2;2023;13.91
P009_0240;T005;2023-08-28;11363.65;5.67;0.4;2023;10.04
P009_0241;T005;2023-08-29;10326.01;5.89;0.05;2023;12.07
P009_0242;T005;2023-08-30;7794.09;5.24;0.55;2023;13.6
P009_0243;T005;2023-08-31;31867.06;5.53;0.38;2023;12.73
P009_0244;T005;2023-09-01;16349.5;5.66;0.39;2023;15.65
P009_0245;T005;2023-09-02;5554.43;5.78;0.08;2023;17.14
P009_0246;T005;2023-09-03;20229.59;5.88;0.07;2023;17.92
P009_0247;T005;2023-09-04;30212.7;5.74;0.27;2023;17.07
P009_0248;T005;2023-09-05;19840.11;5.65;0.39;2023;14.77
P009_0249;T005;2023-09-06;3885.5;5.6;0.36;2023;15.69
P009_0250;T005;2023-09-07;7989.67;5.58;0.26;2023;15.57
P009_0251;T005;2023-09-08;21602.32;5.7;0.39;2023;18.06
P009_0252;T005;2023-09-09;6499.68;5.52;0.36;2023;18.13
P009_0253;T005;2023-09-10;14020.73;5.89;0.01;2023;12.5
P009_0254;T005;2023-09-11;16091.49;5.51;0.45;2023;17.47
P009_0255;T005;2023-09-12;4978.65;5.77;0.16;2023;15.47
P009_0256;T005;2023-09-13;9055.22;5.86;0.15;2023;18.11
P009_0257;T005;2023-09-14;282.54;5.28;0.5;2023;11.06
P009_0258;T005;2023-09-15;4965.34;5.75;0.18;2023;18.93
P009_0259;T005;2023-09-16;8053.1;5.83;0.18;2023;18.56
P009_0260;T005;2023-09-17;3627.5;5.84;0.05;2023;17.36
P009_0261;T005;2023-09-18;22785.5;5.78;0.05;2023;16.48
P009_0262;T005;2023-09-19;2475.64;5.25;0.62;2023;14.51
P009_0263;T005;2023-09-20;5612.2;5.82;0.22;2023;18.1
P009_0264;T005;2023-09-21;7765.76;5.15;0.83;2023;18.09
P009_0265;T005;2023-09-22;19459.71;5.91;0.16;2023;16.29
P009_0266;T005;2023-09-23;2432.22;5.87;0.12;2023;13.54
P009_0267;T005;2023-09-24;13866.09;5.61;0.25;2023;16.6
P009_0268;T005;2023-09-25;7238.67;5.8;0.09;2023;16.32
P009_0269;T005;2023-09-26;3065.62;5.52;0.42;2023;18.08
P009_0270;T005;2023-09-27;9218.03;5.9;0.12;2023;15.92
P009_0271;T005;2023-09-28;7088.01;5.3;0.63;2023;18.58
P009_0272;T005;2023-09-29;4325.97;5.82;0.21;2023;15.28
P009_0273;T005;2023-09-30;6382.89;5.55;0.46;2023;18.05
P009_0274;T005;2023-10-01;4965.86;5.78;0.21;2023;18.05
P009_0275;T005;2023-10-02;6355.49;5.59;0.24;2023;16.64
P009_0276;T005;2023-10-03;9564.87;5.68;0.45;2023;19.44
P009_0277;T005;2023-10-04;14226.84;5.08;0.91;2023;22.92
P009_0278;T005;2023-10-05;1937.53;5.94;0.15;2023;22.79
P009_0279;T005;2023-10-06;19113.17;5.34;0.66;2023;19.43
P009_0280;T005;2023-10-07;727.9;5.83;0.13;2023;17.91
P009_0281;T005;2023-10-08;4951.56;5.97;0.03;2023;21.4
P009_0282;T005;2023-10-09;7318.97;5.11;0.8;2023;22.75
P009_0283;T005;2023-10-10;6188.5;5.52;0.25;2023;17.97
P009_0284;T005;2023-10-11;2627.19;5.59;0.3;2023;23.91
P009_0285;T005;2023-10-12;3872.89;5.2;0.63;2023;22.62
P009_0286;T005;2023-10-13;2742.26;5.5;0.51;2023;22.61
P009_0287;T005;2023-10-14;2670.71;5.84;0.01;2023;22.85
P009_0288;T005;2023-10-15;7893.7;5.78;0.16;2023;21.6
P009_0289;T005;2023-10-16;4978.8;5.31;0.54;2023;16.03
P009_0290;T005;2023-10-17;2166.59;5.85;0.2;2023;22.77
P009_0291;T005;2023-10-18;7275.58;5.24;0.63;2023;17.07
P009_0292;T005;2023-10-19;4533.97;5.3;0.49;2023;22.09
P009_0293;T005;2023-10-20;6102.28;4.74;1.11;2023;22.81
P009_0294;T005;2023-10-21;6182.24;5.84;0.05;2023;22.07
P009_0295;T005;2023-10-22;1534.09;5.71;0.21;2023;20.82
P009_0296;T005;2023-10-23;2129.21;5.7;0.39;2023;21.15
P009_0297;T005;2023-10-24;6297.07;5.75;0.22;2023;21.03
P009_0298;T005;2023-10-25;5266.98;5.49;0.34;2023;21.12
P009_0299;T005;2023-10-26;3035.44;5.8;0.03;2023;20.07
P009_0300;T005;2023-10-27;3346.04;5.54;0.41;2023;21.04
P009_0301;T005;2023-10-28;8037.13;5.54;0.38;2023;19.5
P009_0302;T005;2023-10-29;1489.1;5.51;0.38;2023;19.12
P009_0303;T005;2023-10-30;4922.14;5.83;0.12;2023;21.28
P009_0304;T005;2023-10-31;2065.61;5.8;0.05;2023;21.61
P009_0305;T005;2023-11-01;2043.03;5.62;0.3;2023;27.54
P009_0306;T005;2023-11-02;6489.2;5.52;0.42;2023;24.45
P009_0307;T005;2023-11-03;4834.57;5.52;0.42;2023;26.36
P009_0308;T005;2023-11-04;4605.44;5.79;0.16;2023;25.96
P009_0309;T005;2023-11-05;6627.27;5.53;0.33;2023;25.75
P009_0310;T005;2023-11-06;2368.74;5.6;0.31;2023;22.88
P009_0311;T005;2023-11-07;3965.86;5.84;0.15;2023;23.9
P009_0312;T005;2023-11-08;1332.89;5.19;0.93;2023;24.45
P009_0313;T005;2023-11-09;2814.92;5.67;0.25;2023;25.46
P009_0314;T005;2023-11-10;1476.06;5.17;0.86;2023;23.85
P009_0315;T005;2023-11-11;2043.46;5.68;0.26;2023;25.13
P009_0316;T005;2023-11-12;3088.4;5.38;0.57;2023;28.37
P009_0317;T005;2023-11-13;634.19;5.87;0.15;2023;24.97
P009_0318;T005;2023-11-14;8852.78;5.3;0.54;2023;22.12
P009_0319;T005;2023-11-15;418.03;5.74;0.25;2023;25.03
P009_0320;T005;2023-11-16;252.95;4.89;1.09;2023;26.79
P009_0321;T005;2023-11-17;5367.85;6.02;0.02;2023;23.0
P009_0322;T005;2023-11-18;3483.35;5.3;0.48;2023;28.13
P009_0323;T005;2023-11-19;2891.63;5.51;0.46;2023;24.58
P009_0324;T005;2023-11-20;3224.39;5.73;0.18;2023;25.92
P009_0325;T005;2023-11-21;1654.72;5.84;0.02;2023;25.2
